idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
451,40,White,Single,Has been married,10,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,5.2415447,43,5.7756414,5.75
455,39,White,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Personal services,Laborers,Nonunion,9.2028933,7,10.961538,2
456,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Operatives,,3.7625415,30,7.0384617,.33333334
457,38,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Professional/Technical,,35.731617,45,9.5576925,2.3333333
459,38,White,Single,Never married,8,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,,5.8528428,30,19.192308,9.666667
460,42,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Ag/Forestry/Fisheries,Sales,,3.0991251,3,6.9038463,1.5
467,41,White,Single,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Union,7.2383237,40,17.46154,8.333333
469,35,White,Single,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Nonunion,6.7713332,48,15.448718,9.916667
474,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,2.8582926,20,7.275641,1.5833334
477,42,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.0998378,30,10.352564,2.25
478,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,6.5861454,32,5.8974361,1.8333334
481,37,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,8.2930727,38,14.5,7.3333335
483,42,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.0322061,40,5.7564096,3
485,35,White,Married,Has been married,17,College grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,3.6231885,40,11.788462,.083333336
486,38,Black,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,,11.073949,40,15.692307,6.75
487,36,Black,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Personal services,Laborers,,6.6509566,22,12.576923,2.0833333
488,43,White,Married,Has been married,16,College grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,12.38325,25,8.0128202,1
492,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Clerical/Unskilled,Nonunion,7.2463775,50,14.288462,3.9166667
495,38,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,8.5990286,45,13.666667,13.666667
496,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,12.850242,40,18.48077,11.75
499,38,White,Single,Has been married,10,Not college grad,Not south,SMSA,Central city,Construction,Operatives,,4.105351,40,5.2884617,.33333334
504,43,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,10.32206,60,15.057692,14.416667
505,36,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,6.0305943,18,18.583334,18.583334
507,39,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,,38.709259,40,8.4230766,5.8333335
510,35,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Union,7.5281787,40,9.166667,7.5
516,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,3.5668249,40,13.403846,6.9166665
518,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,6.8115935,40,16.929487,16.916666
519,36,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Union,6.3446035,40,12.461538,5.6666665
521,39,White,Single,Has been married,7,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.9017696,40,5.9230771,1
522,41,White,Married,Has been married,14,Not college grad,Not south,SMSA,Central city,Professional services,Managers/Admin,Nonunion,5.4508834,40,9.5769234,6.9166665
524,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,5.289855,20,21.75,1
526,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,,7.265882,35,10.076923,3.1666667
531,40,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,1.5458931,50,11.826923,1.1666666
533,35,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Sales,Union,5.6119142,40,11.025641,3.8333333
538,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,,3.5535119,12,10.160256,.58333331
540,42,White,Married,Has been married,9,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Union,3.4541039,35,7.7307692,4.1666665
541,38,White,Single,Has been married,13,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,22.520117,55,16.980768,13.416667
543,41,White,Single,Has been married,6,Not college grad,Not south,SMSA,Not central city,Personal services,Sales,Union,4.4283414,40,3.3461537,1.25
548,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,,4.7778287,35,9.4230766,1.5833334
549,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Construction,Sales,Nonunion,6.2801929,30,17.01923,.25
551,36,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,,9.6618366,24,14.076923,3.0833333
555,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Managers/Admin,Nonunion,12.584539,40,16.365385,1.3333334
558,42,Black,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,,4.1806021,40,6.4166665,1.4166666
562,44,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,8.3735867,37,8.1217947,1.4166666
570,36,Black,Single,Never married,16,College grad,Not south,SMSA,Central city,Manufacturing,Professional/Technical,Union,20.789045,35,11.461538,10.333333
572,35,White,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Union,7.9871168,38,7.9679484,6.3333335
576,36,White,Single,Never married,11,Not college grad,Not south,SMSA,Central city,Personal services,Laborers,Nonunion,2.5201283,24,6.1730771,3
584,42,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,11.062799,35,14.448718,3.5833333
585,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,9.6779356,40,17.121794,1.3333334
588,45,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,8.9049911,40,4.25,2.0833333
595,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,4.2109499,35,11.615385,1.5833334
604,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Sales,Nonunion,4.1806021,40,2.8076923,.83333331
606,42,White,Married,Has been married,16,College grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,,1.8376268,35,17.198717,1.0833334
608,45,White,Married,Has been married,16,College grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,,8.6914759,37,9.3012819,1.8333334
609,38,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,10.064413,40,9.5576925,7.75
614,42,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,11.948467,35,20.346153,20.333334
617,42,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,19.911428,35,14.75,14.75
618,40,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,7.9388032,40,4.75,2.4166667
624,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,10.064413,40,9.583333,4.8333335
635,40,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Union,7.5201259,35,9.6923075,2.4166667
636,42,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,,2.7173913,40,3.3397436,.16666667
641,42,White,Single,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Other,Union,18.389694,32,12.089743,10.666667
643,40,White,Single,Has been married,15,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,12.697259,50,14.019231,2.0833333
644,34,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,,9.647542,35,13.429487,1.1666666
646,42,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,15.09662,20,18.76923,15.666667
654,44,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,,7.7341142,40,11.25,2.3333333
655,45,White,Single,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,,13.906358,37,11.314103,.5
656,42,White,Married,Has been married,10,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,5.6360707,28,7.3269229,2.0833333
659,38,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,9.7342978,35,10.583334,3.6666667
661,44,White,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,10.177135,35,2.6153846,1.0833334
664,42,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.6231885,27,6.3653851,1.5833334
665,40,White,Single,Has been married,8,Not college grad,South,SMSA,Not central city,Entertainment/Rec svc,Professional/Technical,Nonunion,10.064413,20,14.923077,9.416667
670,44,White,Single,Never married,16,College grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Clerical/Unskilled,Nonunion,9.6779356,40,20.333334,20.333334
671,45,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Sales,Nonunion,5.2334948,40,11.788462,1.6666666
681,41,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.1916251,40,11.012821,3.9166667
683,45,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,12.777775,40,10.551283,6.5833335
684,37,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,11.610305,40,11.711538,3.1666667
688,38,White,Single,Has been married,9,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,4.3558779,37,6.5384622,2.25
689,36,White,Married,Has been married,15,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,6.4251208,40,7.5448718,.75
690,39,White,Married,Has been married,15,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,7.4557123,38,12.403846,4.75
691,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,16.296289,38,14.769231,13.083333
692,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Laborers,Nonunion,5.0322061,16,8.4102564,3.8333333
693,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,,4.4217892,40,7.6858974,2.3333333
694,43,White,Single,Has been married,14,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,,40.198082,40,11.724359,.66666669
696,43,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,5.6763277,35,11.724359,6.4166665
697,41,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,9.057972,40,15.480769,1.3333334
699,43,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,8.0515299,50,11.346154,1.1666666
714,36,White,Married,Has been married,18,College grad,Not south,SMSA,Central city,Wholesale/Retail trade,Professional/Technical,Nonunion,15.869557,40,9.7884617,2
716,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,16.642509,40,19.185896,12.833333
718,38,Black,Single,Has been married,10,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Union,3.7625415,40,1.474359,.5
