"PATIENT_ID","SEX","AGE","ETHNICITY","PRIMARY_SITE","HISTOLOGY","TMB","CANCER_TYPE","MUTATION_RATE","ic50_AKTinhibitorVIII","ic50_Avagacestat","ic50_CP724714","ic50_GenentechCpd10","ic50_GW2580","ic50_Pelitinib","ic50_Quizartinib","ic50_Ruxolitinib","ic50_WZ3105","ic50_ZSTK474"
"CGTHW1_THYROID","Female",70,"Caucasian","Thyroid","Carcinoma",7.86666666667,"Thyroid Cancer",NA,20.0375898095653,68.0679179434499,55.2365018421579,17.2643727594078,207.241545612753,8.49667576048466,0.934874484388819,56.5065183203652,1.23207162426476,8.49537586853758
"CHAGOK1_LUNG","Male",45,"Caucasian","Lung","Carcinoma",22.8,"Non-Small Cell Lung Cancer",225.7579361,5.56441022624547,219.501485467934,153.359371418922,18.4843790551264,380.845202531778,23.6937428851824,12.3843056799347,98.2535124266573,0.579878314522917,12.3128446748151
"CHL1_SKIN",NA,NA,"Caucasian","Skin","Malignant_Melanoma",27.7,"Melanoma",NA,14.7481403961435,97.7303347892752,7.12790954505282,12.8713897569351,175.76273694261,0.230319915398462,9.67809418316251,51.8327920431902,1.12689154830855,0.294175720915594
"CHP126_AUTONOMIC_GANGLIA","Female",1.166666667,"Caucasian","Autonomic_Ganglia","Neuroblastoma",6.83333333333,"Peripheral Nervous System",80.1104476,NA,54.0804092933358,87.1518500427968,NA,314.783468226285,15.1903293743003,9.52557226954393,NA,1.94506034053402,NA
"CHP134_AUTONOMIC_GANGLIA",NA,NA,NA,"Na","",6.9,"Peripheral Nervous System",NA,13.9900449264755,191.451784719902,230.679430510096,1.85272031575645,356.148578813199,30.1550980973011,7.48863097163814,67.522643440319,1.1984199729635,4.37165650408038
"CHP212_AUTONOMIC_GANGLIA",NA,NA,"Caucasian","Autonomic_Ganglia","Neuroblastoma",4.9,"Peripheral Nervous System",89.60933679,2.73091577045446,59.0270610135847,64.978536001435,0.700542670999756,175.832176937198,1.39547659208736,7.93161760228222,4.4694528669317,20.1018127989352,0.879668629334432
"CHSA0011_BONE",NA,NA,NA,"Na","",3.73333333333,"Bone Cancer",NA,44.2887192431726,271.428567058784,268.55426558769,62.713265736192,384.241399651861,19.649639655409,9.95547847352485,161.09560361152,0.541502822598358,8.73327113389074
"CHSA0108_BONE",NA,NA,NA,"Na","",4.16666666667,"Bone Cancer",NA,98.8077457539335,121.580427680217,127.926003615071,12.3905117715765,364.855724464195,84.5382419972581,18.0525870251167,27.8744918495064,1.38815149169315,15.460957882431
"CHSA8926_BONE",NA,NA,NA,"Na","",5.06666666667,"Bone Cancer",NA,104.253663338587,219.634982950221,204.149383924085,62.8621981665514,623.994778159326,63.7269786752611,25.194759083222,147.337223955689,1.99107760057385,8.2579221483701
"CL11_LARGE_INTESTINE",NA,NA,"Caucasian","Large_Intestine","Carcinoma",6.1,"Colorectal Cancer",94.32458717,249.048336471276,248.32018946951,129.730211773641,198.976952214603,229.761772407675,139.023502281506,22.7641971202281,119.057908405005,67.1883587744801,53.0652346956695
"CL34_LARGE_INTESTINE","Female",NA,"Caucasian","Large_Intestine","Carcinoma",42.7333333333,"Colorectal Cancer",289.0129884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL40_LARGE_INTESTINE","Female",NA,"Caucasian","Large_Intestine","Carcinoma",10.1666666667,"Colorectal Cancer",180.3106621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",0.8333,"Asian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",16.2,"Leukemia",179.7006765,3.21415984482328,11.0351650880494,42.2024805449302,0.254775885667561,153.837061487069,0.0376807848552173,1.55412393341842,0.083467745766124,0.442212386442572,0.208116554094122
"CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Female",36,"Asian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",82.9333333333,"Myeloproliferative Neoplasms",383.5382966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLO205_LARGE_INTESTINE","Male",70,"Caucasian","Large_Intestine","Carcinoma",10.3,"Colorectal Cancer",NA,11.8378733782503,136.229777430609,77.9920579225765,28.087594444056,197.789236177374,13.1193074985473,12.8260851556024,63.6146633760961,0.202390354163385,4.28782237855957
"COLO668_LUNG","Female",47,"Caucasian","Lung","Carcinoma",19.3666666667,"Small Cell Lung Cancer",185.27297,2.55175919065077,99.0952986751276,51.7289196811629,1.36249830020702,153.677000432294,35.3291357903306,5.74700586466934,42.7203761661253,4.80739808938374,1.79360937456948
"COLO678_LARGE_INTESTINE","Male",69,"Caucasian","Large_Intestine","Carcinoma",13.1666666667,"Colorectal Cancer",104.598553,85.7625987969982,252.907801155678,339.871974122443,309.130649050837,683.898831828637,28.8097248918452,30.7920333791174,188.453256498194,8.90740541623253,52.8140365958411
"COLO679_SKIN","Female",47,"Caucasian","Skin","Malignant_Melanoma",20.2666666667,"Melanoma",191.6418942,18.29624778952,136.595089709384,118.391745149709,44.4544469133084,302.196056364495,9.90581541167098,8.71082060022439,98.7370247291219,1.32195936045487,5.18658767390886
"COLO680N_OESOPHAGUS","Female",57,"African_american","Oesophagus","Carcinoma",12.1333333333,"Esophagogastric Cancer",150.9132136,82.5576634419671,281.904116300006,269.834281947689,26.5142944296181,263.93002204547,9.61590982356677,14.464277658674,117.311055382094,1.78311529450267,14.359518034504
"COLO684_ENDOMETRIUM","Female",63,"Caucasian","Endometrium","Carcinoma",29.6,"Endometrial Cancer",235.4484219,1.06048250717281,146.181061409196,72.7562636043713,2.70169944748528,384.26829749125,5.3384267849166,2.55690105545217,49.0427320146624,0.1743703139801,0.14803804166051
"COLO741_SKIN","Female",69,"Caucasian","Skin","Malignant_Melanoma",13.0666666667,"Melanoma",127.682666,24.9100914379503,144.079899019017,143.99246905799,33.7693301990398,281.433166441349,5.82035932774574,14.3729360896045,68.9747847912072,1.61995763877811,5.43049885558766
"COLO783_SKIN","Female",48,"Caucasian","Skin","Malignant_Melanoma",21.2333333333,"Melanoma",163.6031843,39.4246399390683,155.897072839145,95.4816421297054,62.0307357431221,278.346293897547,49.8658799328424,14.5790125798938,80.730463923792,1.60431680613339,20.6757393324097
"COLO792_SKIN","Male",62,"Caucasian","Skin","Malignant_Melanoma",62.4333333333,"Melanoma",587.5783867,21.5727512045891,105.223851511523,29.1660394531265,27.4716345106818,153.305245114666,2.72027233919553,7.34110957898046,69.9987230681919,1.97051119709673,2.04060432146672
"COLO800_SKIN","Male",14,"Caucasian","Skin","Malignant_Melanoma",11.5,"Melanoma",99.23578991,9.93346142604961,127.001767032052,37.2763471185832,7.10667867246959,98.5482228048699,9.89576610991153,6.18820462376861,27.1010100931228,0.316286762701491,2.65131302918917
"COLO824_BREAST",NA,NA,NA,"Na","",9.93333333333,"Breast Cancer",NA,8.49904666374746,56.2518539695475,36.8409132238177,14.6321329895565,334.414084819809,4.3719013236995,13.5520523391488,48.698050573706,0.31987819380858,7.91075321198285
"CORL105_LUNG","Male",NA,"Caucasian","Lung","Carcinoma",5.23333333333,"Non-Small Cell Lung Cancer",86.52454761,5.48199452962131,109.126962722466,25.2310656707711,5.34027420016859,207.600591392678,0.014340795086286,16.4345364225837,19.688111964227,1.10715758854057,0.683620048737534
"CORL23_LUNG","Male",62,"Caucasian","Lung","Carcinoma",17.1,"Non-Small Cell Lung Cancer",137.3378769,11.8287498954302,65.4952748274463,44.637843133327,7.19432844760046,224.113585172935,1.22973045119678,12.3964358519457,43.3732980735584,0.239764520950885,1.96916973579093
"CORL279_LUNG","Male",63,"Caucasian","Lung","Carcinoma",8.6,"Small Cell Lung Cancer",82.96418803,7.47917132184813,55.8392484849793,51.7390595430944,17.2580378971234,27.0144794990121,37.8429234730158,1.42171942246044,27.5767216950228,0.183565633442896,1.31009938402062
"CORL303_LUNG",NA,NA,NA,"Na","",8.76666666667,"Small Cell Lung Cancer",NA,4.07822155498132,112.271270401663,110.31854009159,7.49696296100612,99.6816890880089,6.7244423492159,7.98006853682981,54.4680886052195,0.247565768737805,0.533690604636962
"CORL311_LUNG","Male",63,"Caucasian","Lung","Carcinoma",6.86666666667,"Small Cell Lung Cancer",100.2513257,1.91001481772567,104.886624487114,86.4282854390168,0.486658808498071,168.839405529877,7.04786687416571,1.65887721994902,31.710567977158,0.0895320157311999,0.389277041462581
"CORL32_LUNG",NA,NA,NA,"Na","",11.3333333333,"Non-Small Cell Lung Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORL321_PLEURA",NA,NA,NA,"Na","",16.8666666667,"Pleural Cancer, NOS",NA,9.7474235616269,159.777304685302,137.44378539218,1.18514603111148,305.420953362372,11.8452506711531,3.02226031465473,43.4447493104234,0.301206862334759,2.42981227188531
"CORL88_LUNG","Male",55,"Caucasian","Lung","Carcinoma",14.4666666667,"Small Cell Lung Cancer",132.5932561,28.8534335575787,284.245130091456,193.443794001754,57.3275321731762,106.771602822962,63.8633727089356,14.8456664334962,139.671187574688,0.992509196965247,45.3397893925899
"CORL95_LUNG","Male",64,"Caucasian","Lung","Carcinoma",13.4666666667,"Small Cell Lung Cancer",147.0863414,14.8434100636867,155.358911778008,213.841909208254,43.2382707471607,155.932153626974,23.5851198890809,20.4984443930658,42.5202315869269,0.378022334170826,10.3448002275907
"CP50MELB_SKIN",NA,NA,NA,"Na","",8.1,"Melanoma",NA,78.0726653449762,143.370903053459,77.3003899336155,96.0251369094728,279.990591270693,34.7423707102446,13.1305818253187,70.8111164230756,7.26689425404149,13.6585267918587
"CP66MEL_SKIN",NA,NA,NA,"Na","",31.4,"Melanoma",NA,22.7474715827327,191.316476145323,130.454564318881,51.6972195704749,266.954972004415,32.8325368224187,10.0046301416394,108.811279399536,6.1151665189814,9.2279876316137
"CP67MEL_SKIN",NA,NA,NA,"Na","",22.5333333333,"Melanoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPCN_LUNG",NA,NA,"Caucasian","Lung","Carcinoma",10.3333333333,"Small Cell Lung Cancer",NA,27.5338732161134,162.224308840687,112.274077218509,23.2423954241423,177.671261985997,4.59478516208635,10.5992050179616,88.0544171441301,0.351794880178815,9.72871673462507
"CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",13.5666666667,"Mature B-Cell Neoplasms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CS1_BONE",NA,NA,NA,"Na","",6.86666666667,"Bone Cancer",NA,9.47437703005422,177.198752840491,48.6817881407919,6.88459977156963,107.018851373008,1.1283382780437,12.0158186195873,86.7137097595499,0.130241351472055,0.783450027758981
"CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",10.2333333333,"Mature B-Cell Neoplasms",NA,9.77069891164332,144.803840153926,219.499729463075,6.37057670485373,143.504013004958,0.348278441458053,15.8661831759343,60.8515931083234,0.064411505821849,4.71153143210124
"CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",125.766666667,"Leukemia",NA,1.08103292921324,15.4933205687601,35.798428650528,0.475082882830339,120.4566575686,0.108458572412153,3.49400974229233,6.21656187057831,0.104980569324669,1.80687349344908
"CW2_LARGE_INTESTINE","Female",55,"Asian","Large_Intestine","Carcinoma",274.966666667,"Colorectal Cancer",2211.992655,8.08437349313524,102.228755176492,37.7662180252812,36.1794037597016,474.266310299891,4.92689513700682,19.694728281326,80.9544782678585,51.8768167694868,47.3958181440537
"D247MG_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",6.06666666667,"Glioma",NA,191.843704220759,72.830658515099,10.1623630625163,38.0916462666915,629.524013689585,122.180321673286,1.24706900253677,56.1363189684657,31.8142403723432,5.1384937922693
"D263MG_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",4.06666666667,"Glioma",NA,241.127538764021,241.384476387805,215.972697665869,241.384476387805,471.45421859511,107.786131508575,24.068597920132,123.520977506999,2.823064508344,59.7626569393864
"D283MED_CENTRAL_NERVOUS_SYSTEM","Male",6,"Caucasian","Central_Nervous_System","Primitive_Neuroectodermal_Tumour-Medulloblastoma",7.1,"Embryonal Tumor",85.48175072,28.2627306906559,112.679217664555,87.7184277603115,122.35039275775,178.63238875265,50.9941030720049,11.9299733232396,62.4396818285975,17.9453674348224,62.4613521577767
"D336MG_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",4.6,"Glioma",NA,11.4224646536391,154.333523870587,138.893992738202,13.2322760451407,159.13374306454,4.45975129043224,15.0456212196411,96.6092024365951,0.274117070293605,1.01343950912207
"D392MG_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",5.1,"Glioma",NA,28.9196993119201,223.340832162449,281.700936687206,10.2298610779163,442.126482215209,26.9095434827509,4.32514644531916,148.102114694455,0.49223550909341,5.65534434587607
"D423MG_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",4.43333333333,"Glioma",NA,29.1802759538032,107.152387122907,38.9684365802683,16.7497276761733,122.205982235102,3.88538469690611,15.4715986814692,106.947172757606,1.20095250967845,0.370462890446726
"D502MG_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",5.3,"Glioma",NA,91.2146025552026,50.2668593439071,122.420886884338,117.945540883849,543.137765749346,2.40196463403434,35.6911942965331,182.54961516645,7.80675980464751,3.40606954359883
"D542MG_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",7.06666666667,"Glioma",NA,151.222006683037,277.297794746763,140.514263051199,13.689881728489,445.295452473715,129.214782443377,27.3884666610192,117.804680143548,70.6592480451568,15.7842719808618
"D566MG_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",4.1,"Glioma",NA,3.81334974106072,123.443677572483,102.480137570425,4.09376465400789,124.190043347292,7.89879329233385,8.95679981782767,62.1376446922591,0.52402022399268,26.418248435996
"DANG_PANCREAS",NA,NA,"Caucasian","Pancreas","Carcinoma",7.9,"Pancreatic Cancer",90.38433048,12.7098336881788,99.7816201976001,39.3095306636603,71.2401098221398,160.810394971404,9.85335493765852,9.66984228875758,49.8722631739925,1.59336160276661,2.95474691255316
"DAOY_CENTRAL_NERVOUS_SYSTEM","Male",4,"Caucasian","Central_Nervous_System","Primitive_Neuroectodermal_Tumour-Medulloblastoma",7.26666666667,"Embryonal Tumor",92.55663852,18.4093557488127,46.3778511796256,9.25612967847383,1.25233148248156,106.501066586921,1.0340477966315,4.29636793719596,46.4077281351324,0.895636177827734,1.01192150132899
"DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",16,"African_american","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",161.2,"Mature B-Cell Neoplasms",172.3342748,10.12990560646,88.6867058140652,61.2291877594431,90.0082200456375,174.629222906654,1.07336223763584,8.96107323046866,38.0177440718988,0.236614273902345,NA
"DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",45,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",11.7666666667,"Mature B-Cell Neoplasms",120.7925694,13.1711917314198,178.384797373764,128.942039862089,1.89463839548247,252.909065697845,2.32509756128045,15.2879356844676,88.8847867318402,0.180160348435328,8.46821717927242
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","Female",59,"Caucasian","Central_Nervous_System","Glioma",12.9666666667,"Glioma",204.713137,87.3836330280587,186.480933385551,124.494930973053,36.8737162317602,435.493120768925,3.03495925688119,21.6463965611025,114.632458825322,3.23395226277733,8.71032409760063
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",12,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",8.36666666667,"Mature T and NK Neoplasms",105.7726022,5.98800918226144,61.037778979381,28.6018099274494,4.28118568314279,119.217910593413,1.17106430768088,6.10036740687061,10.0627149096766,0.206390762852048,4.49120931194929
"DETROIT562_UPPER_AERODIGESTIVE_TRACT","Female",NA,"Caucasian","Upper_Aerodigestive_Tract","Carcinoma",6.8,"Head and Neck Cancer",92.96836238,17.108219148645,127.514361822503,70.1451733866781,9.74119694758608,184.952123556589,10.1518301542773,12.5760976443812,65.1736339580759,8.84097354402194,6.41902989765566
"DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",51.1333333333,"Mature B-Cell Neoplasms",NA,8.17900086899559,145.836772542492,106.821476806149,11.4935384092455,202.906645726668,18.9544361166934,13.9844919809723,65.5156470256302,0.378506134060308,10.453627004895
"DIFI_LARGE_INTESTINE",NA,NA,NA,"Na","",7.2,"Colorectal Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJM1_SKIN",NA,NA,NA,"Na","",18.2,"Skin Cancer, Non-Melanoma",NA,100.164115924211,149.257947434887,91.6999652216428,32.6801872572044,288.943162725298,22.3139490310668,14.9069716575224,76.4009400182058,0.933819606686456,20.3489029226399
"DKMG_CENTRAL_NERVOUS_SYSTEM","Female",67,"Caucasian","Central_Nervous_System","Glioma",5.7,"Glioma",73.93675728,11.6974866208957,366.53059621081,403.332788864888,2.66763683507262,764.123939128641,0.611959607172574,0.604371623230069,142.053393856499,0.294976968078631,7.77146739131436
"DMS114_LUNG","Male",68,"Caucasian","Lung","Carcinoma",9.36666666667,"Small Cell Lung Cancer",140.1947167,41.150867158022,179.084721797854,85.8643735796879,37.5694792989669,151.897507401949,37.3180080616197,12.434439476963,108.537420182989,0.367734525221938,2.48584588995887
"DMS153_LUNG","Male",44,"Caucasian","Lung","Carcinoma",12.6,"Small Cell Lung Cancer",129.2287935,8.64682325731401,449.246169861924,198.248045162548,5.76466475354631,840.099216715655,221.890052459612,4.95831517216382,197.588779540581,2.55009853601939,16.8760591629366
"DMS273_LUNG","Female",50,"Caucasian","Lung","Carcinoma",12.4333333333,"Small Cell Lung Cancer",161.6675583,43.9489617316985,95.3329975554585,74.1092977396895,85.6588888096496,73.9022297478258,13.4842184780084,6.1311724749324,33.2956247678054,0.273753010678383,7.77036392129302
"DMS53_LUNG","Male",54,"Caucasian","Lung","Carcinoma",23.3333333333,"Small Cell Lung Cancer",157.2416381,25.9561350556768,169.549852733741,76.550373403873,219.083952257357,99.7011289127024,104.907289187544,21.6791073103101,103.291387605265,57.348231148231,80.8527015651659
"DMS79_LUNG",NA,65,"Caucasian","Lung","Carcinoma",17.4333333333,"Small Cell Lung Cancer",154.1632015,23.2205113966479,255.272346317438,161.005898345544,74.7172508088308,148.788970995783,169.938906681714,4.1373769496704,77.6758967413714,0.337030785894338,8.13627126896264
"DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",13,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",91.9333333333,"T-Lymphoblastic Leukemia/Lymphoma",723.5425088,0.719479676322113,27.771046912113,88.4880929478482,0.458526129414971,171.684072489773,2.74590853955165,1.28841657089549,0.219209146071498,0.377186695720287,1.40045754348046
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",60,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",5.7,"Mature B-Cell Neoplasms",86.31442483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOK_UPPER_AERODIGESTIVE_TRACT",NA,NA,NA,"Na","",5.7,"Head and Neck Cancer",NA,24.4154712747533,340.326686859574,62.9239591648379,20.021265826797,532.288161684515,2.01420383860175,36.4536284699161,192.516333600304,26.8317530104073,0.879904412120576
"DOTC24510_CERVIX",NA,NA,NA,"Na","",11,"Cervical Cancer",NA,17.0626011306726,120.601533524004,46.5097514867573,8.74112587481713,182.335610006424,1.03483190199973,7.05764199024392,56.2334626204489,1.45874576289373,9.22986110325385
"DOV13_OVARY","Female",NA,"Caucasian","Ovary","Carcinoma",38.8333333333,"Ovarian Cancer",NA,97.8745933976587,202.215710218518,144.407043071116,205.169609402216,298.298898821407,27.2282489852508,19.8388869703843,86.8288552345265,36.6511937710494,10.9335932575959
"DSH1_URINARY_TRACT",NA,NA,NA,"Na","",8.9,"Bladder Cancer",NA,3.06476225904607,90.6441136338662,3.11313731291498,89.1874201560809,98.3144484925903,0.104142721343658,3.06770584350923,64.0687675836981,0.282076491040439,2.19285204451869
